EMP_ID,EMP_FNAME,EMP_LNAME,EMP_EMAIL,EMP_PHONE,EMP_HIREDATE,EMP_TITLE,EMP_COMM,DEPT_NUM
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83314,CHAROLETTE,DAVID,C.DAVID84@LGCOMPANY.COM,726-5086,2/17/1987,ASSOCIATE,0,280
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83318,DARCIE,PECK,D.PECK4@LGCOMPANY.COM,680-6124,5/3/2007,FREIGHT STOCKER,0,500
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83321,ANGELINA,FARMER,A.FARMER86@LGCOMPANY.COM,734-7097,9/8/1989,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83332,WILLARD,LONG,W.LONG1@LGCOMPANY.COM,242-1979,3/8/2004,BRAND ASSOCIATE,0,280
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83341,CHRISTINE,CORTEZ,C.CORTEZ85@LGCOMPANY.COM,508-3269,7/28/1988,ASSOCIATE,0,250
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83347,QUINTIN,WINN,Q.WINN82@LGCOMPANY.COM,653-6753,8/25/1985,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83349,JENNIFFER,SINGH,J.SINGH87@LGCOMPANY.COM,722-9727,1/7/1990,SENIOR FREIGHTER,0,500
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83359,MERLE,WATTS,M.WATTS90@LGCOMPANY.COM,406-3691,10/22/1993,SENIOR ASSOCIATE,0,300
83366,PHOEBE,BLEDSOE,P.BLEDSO99@LGCOMPANY.COM,686-7916,8/14/2002,ASSOCIATE,0,400
83366,PHOEBE,BLEDSOE,P.BLEDSO99@LGCOMPANY.COM,686-7916,8/14/2002,ASSOCIATE,0,400
83366,PHOEBE,BLEDSOE,P.BLEDSO99@LGCOMPANY.COM,686-7916,8/14/2002,ASSOCIATE,0,400
83366,PHOEBE,BLEDSOE,P.BLEDSO99@LGCOMPANY.COM,686-7916,8/14/2002,ASSOCIATE,0,400
