DEPT_MAIL_BOX,DEPT_NAME,DEPT_NUM,DEPT_PHONE,EMP_COMM,EMP_EMAIL,EMP_FNAME,EMP_HIREDATE,EMP_LNAME,EMP_NUM,EMP_PHONE,EMP_TITLE,SAL_AMOUNT,SAL_END,SAL_FROM,EMP_NUM
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,44750,  ,41315,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,41440,41314,40949,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,40230,40949,40585,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,39060,40584,40221,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,36170,40220,39855,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,35120,39854,39489,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,34100,39489,39125,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,33110,39124,38761,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,32150,38760,38395,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,29770,38394,38029,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,28350,38029,37665,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,27000,37664,37301,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,26210,37300,36935,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,24960,36934,36569,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,24230,36569,36205,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,23080,36204,35841,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,22410,35840,35475,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,21340,35474,35109,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,20320,35109,34745,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,19730,34744,34381,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,19160,34380,34015,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,18250,34014,33649,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,17720,33649,33285,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,17200,33284,32921,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,16380,32920,32555,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,15600,32554,32189,84042
848,MARKETING,280,555-8500,0,C.DAVID84@LGCOMPANY.COM,CHAROLETTE,31825,DAVID,83314,726-5086,ASSOCIATE,15150,32189,31825,84042
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,28500,  ,41397,84052
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,27670,41396,41031,84052
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,26860,41030,40665,84052
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,24870,40665,40301,84052
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,23690,40300,39937,84052
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,23000,39936,39571,84052
348,DISTRIBUTION,500,555-3624,0,D.PECK4@LGCOMPANY.COM,DARCIE,39205,PECK,83318,680-6124,FREIGHT STOCKER,22330,39570,39205,84052
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,52200,  ,41519,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,50680,41518,41153,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,49200,41152,40787,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,44730,40787,40423,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,43430,40422,40059,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,42170,40058,39693,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,40160,39692,39327,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,38250,39327,38963,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,37140,38962,38599,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,36060,38598,38233,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,34340,38232,37867,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,33340,37867,37503,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,32370,37502,37139,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,29430,37138,36773,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,28570,36772,36407,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,26450,36407,36043,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,25680,36042,35679,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,24460,35678,35313,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,23300,35312,34947,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,22620,34947,34583,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,21960,34582,34219,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,20910,34218,33853,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,19360,33852,33487,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,18800,33487,33123,84042
848,MARKETING,280,555-8500,0,A.FARMER86@LGCOMPANY.COM,ANGELINA,32759,FARMER,83321,734-7097,BRAND ASSOCIATE,18250,33122,32759,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,34500,  ,41340,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,33500,41339,40974,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,31900,40973,40608,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,30970,40608,40244,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,30070,40243,39880,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,27340,39879,39514,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,26040,39513,39148,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,24800,39148,38784,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,24080,38783,38420,84042
848,MARKETING,280,555-8500,0,W.LONG1@LGCOMPANY.COM,WILLARD,38054,LONG,83332,242-1979,BRAND ASSOCIATE,23380,38419,38054,84042
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,43250,  ,41478,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,40050,41477,41112,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,38140,41111,40746,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,35310,40746,40382,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,33630,40381,40018,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,32650,40017,39652,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,31700,39651,39286,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,30190,39286,38922,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,29310,38921,38558,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,28460,38557,38192,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,27630,38191,37826,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,26310,37826,37462,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,25060,37461,37098,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,24330,37097,36732,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,22120,36731,36366,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,21480,36366,36002,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,20460,36001,35638,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,19860,35637,35272,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,19280,35271,34906,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,18720,34906,34542,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,17830,34541,34178,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,17310,34177,33812,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,16490,33811,33446,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,15700,33446,33082,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,14950,33081,32718,84001
100,CUSTOMER SERVICE,250,555-5555,0,C.CORTEZ85@LGCOMPANY.COM,CHRISTINE,32352,CORTEZ,83341,508-3269,ASSOCIATE,14510,32717,32352,84001
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,60200,  ,41504,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,58450,41503,41138,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,55670,41137,40772,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,54050,40772,40408,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,51480,40407,40044,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,49030,40043,39678,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,47600,39677,39312,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,46210,39312,38948,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,42010,38947,38584,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,40790,38583,38218,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,38850,38217,37852,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,35320,37852,37488,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,32110,37487,37124,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,31170,37123,36758,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,30260,36757,36392,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,29380,36392,36028,84052
348,DISTRIBUTION,500,555-3624,0,Q.WINN82@LGCOMPANY.COM,QUINTIN,31284,WINN,83347,653-6753,SENIOR FREIGHTER,27980,36027,35664,84052
